"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.364188263E1,-2.378112453E0,-6.444191812E0,1.258742393E0,6.983370201E0
1.365189362E1,-1.638262210E0,-4.895496520E0,1.128529578E0,5.284256642E0
1.366190562E1,-6.012574911E-1,-3.408440237E0,9.463483183E-1,3.588112395E0
1.367191662E1,1.385757950E-1,-2.261114200E0,6.488741456E-1,2.356454611E0
1.368192862E1,4.929817484E-1,-1.368927324E0,1.572053164E-1,1.463457049E0
1.369193962E1,9.252928602E-1,-3.301150846E-1,3.949884805E-1,1.058847839E0
1.370195062E1,1.557661705E0,9.828824526E-1,5.565694146E-1,1.924093921E0
1.371196262E1,2.089082099E0,2.304805765E0,3.966797876E-1,3.135880814E0
1.372197363E1,2.714269320E0,3.449243277E0,2.305871420E-1,4.395191413E0
1.373198562E1,3.189832724E0,4.481777946E0,2.419045740E-1,5.506349443E0
1.374199662E1,3.769095914E0,5.625838898E0,2.480423963E-1,6.776257990E0
1.375200862E1,4.389605070E0,6.640800930E0,3.131119663E-1,7.966612126E0
1.376201962E1,3.898707635E0,7.454137518E0,3.139549886E-1,8.417995907E0
1.377203162E1,3.724411492E0,7.965867121E0,3.120763878E-1,8.799072202E0
1.378204263E1,3.930317683E0,8.297979029E0,3.900437826E-1,9.189993864E0
1.379205462E1,3.490687757E0,8.263206223E0,4.115451640E-1,8.979690836E0
1.380206562E1,3.047957053E0,8.230503330E0,3.867629099E-1,8.785261113E0
1.381207763E1,3.006683897E0,8.453134312E0,4.282091439E-1,8.982148453E0
1.382208862E1,2.717427986E0,8.336634972E0,5.257944953E-1,8.784096844E0
1.383210062E1,2.298821578E0,7.962155308E0,6.618662202E-1,8.313757555E0
1.384211163E1,2.204140538E0,7.444389040E0,9.287145046E-1,7.819186295E0
1.385212362E1,2.193032729E0,6.840809619E0,1.198405632E0,7.283010700E0
1.386213462E1,2.173526125E0,5.980258520E0,1.298505213E0,6.494137631E0
1.387214663E1,1.791053464E0,4.866635833E0,1.606783286E0,5.428974984E0
1.388215762E1,1.322126064E0,3.370246224E0,2.177112515E0,4.224499479E0
1.389216962E1,1.157265719E0,1.628646026E0,2.765010288E0,3.411309677E0
1.390218063E1,1.367618279E0,-1.984784728E-1,3.134390595E0,3.425518627E0
1.391219262E1,1.717792675E0,-1.793597733E0,2.866391652E0,3.792625160E0
1.392220362E1,1.595758654E0,-3.271010789E0,2.841287508E0,4.617236399E0
1.393221563E1,1.784305046E0,-3.734969224E0,4.214987622E0,5.907610368E0
1.394222662E1,1.413532517E0,-2.480383033E0,3.571447746E0,4.572265649E0
1.395223762E1,5.076333359E-2,-5.688188928E-1,3.586904275E-1,6.743816958E-1
1.396224963E1,-4.516414221E-1,9.397270775E-1,-1.420596246E0,1.762146602E0
1.397226062E1,-7.935515832E-1,2.508419847E0,-3.335886816E0,4.248533287E0
1.398227262E1,-9.143959160E-1,4.130306491E0,-5.423163294E0,6.877954036E0
1.399228363E1,-1.068097727E0,5.858104922E0,-6.816967598E0,9.051479065E0
1.400229562E1,-1.001569569E0,7.847926442E0,-7.599805108E0,1.097042063E1
1.401230662E1,-1.067820423E0,9.492194474E0,-7.440431644E0,1.210793209E1
1.402231863E1,-1.496006763E0,1.056302782E1,-6.010941784E0,1.224528538E1
1.403232962E1,-1.198581341E0,1.080901083E1,-3.382670388E0,1.138919537E1
1.404234162E1,-1.352298135E0,1.009470561E1,-4.235606074E-1,1.019368408E1
1.405235263E1,-1.180063794E0,8.290653053E0,2.697186679E0,8.797857386E0
1.406236462E1,1.676447525E-1,6.392522891E0,4.946050962E0,8.084297978E0
1.407237562E1,1.711462041E0,4.653159252E0,4.433353060E0,6.650985845E0
1.408238763E1,2.491939470E0,2.432189696E0,4.903047615E0,6.013749658E0
1.409239862E1,1.108908734E0,-1.010004762E0,5.293188461E0,5.501602701E0
1.410241062E1,-7.243766101E-1,-4.272071065E0,4.566688873E0,6.295233111E0
1.411242163E1,-1.183686948E0,-5.447036306E0,3.164877977E0,6.409974409E0
1.412243362E1,-1.295165576E0,-5.163353961E0,1.628817934E0,5.566931458E0
1.413244462E1,-1.129989408E0,-4.669669451E0,3.128260374E-5,4.804444696E0
1.414245663E1,-6.061050887E-1,-4.482884824E0,-1.689868712E0,4.829003623E0
1.415246762E1,-3.370046396E-2,-4.862238142E0,-4.119589130E0,6.372872984E0
1.416247862E1,6.389742979E-1,-5.624835516E0,-6.275582671E0,8.451627098E0
1.417249063E1,1.388524852E0,-6.226411096E0,-6.318972520E0,8.979176471E0
1.418250162E1,1.582669954E0,-7.029050202E0,-4.867897078E0,8.695332822E0
1.419251362E1,1.198832479E0,-7.801108371E0,-2.650517420E0,8.325847328E0
1.420252462E1,4.536999343E-1,-8.419514576E0,-1.127606302E-2,8.431737453E0
1.421253662E1,-3.622528802E-1,-8.888923786E0,2.229700034E0,9.171464194E0
1.422254762E1,-7.699806529E-1,-9.255036669E0,3.738370550E0,1.001119315E1
1.423255963E1,-9.328836425E-1,-9.361001666E0,4.314797840E0,1.034969103E1
1.424257062E1,-1.374652918E0,-9.308119447E0,4.249137116E0,1.032404594E1
1.425258262E1,-1.908817556E0,-9.253273149E0,3.858382312E0,1.020557507E1
1.426259362E1,-2.517420174E0,-9.287940706E0,3.218438473E0,1.014699922E1
1.427260562E1,-2.806789521E0,-9.341550903E0,2.843304213E0,1.016006986E1
1.428261662E1,-2.511345794E0,-9.368096092E0,2.885925445E0,1.011912288E1
1.429262863E1,-2.092341337E0,-9.254271269E0,2.772223413E0,9.884566335E0
1.430263962E1,-1.631548584E0,-8.961200050E0,2.382969589E0,9.415073084E0
1.431265162E1,-1.211372271E0,-8.524914147E0,1.824070205E0,8.801637126E0
1.432266262E1,-8.942471418E-1,-8.057525150E0,1.296499326E0,8.210012180E0
1.433267475E1,-5.150696055E-1,-7.593618169E0,8.750852314E-1,7.661207983E0
1.434268575E1,-2.538783013E-1,-7.069054513E0,5.266680694E-1,7.093191465E0
1.435269675E1,-1.331153452E-1,-6.340730009E0,2.023504990E-1,6.345354400E0
1.436270875E1,-1.167489430E-1,-5.376210737E0,-9.023569375E-2,5.378235276E0
1.437271975E1,-1.071327948E-1,-4.238634932E0,-3.186025017E-1,4.251942036E0
1.438273175E1,1.026049303E-2,-3.047565290E0,-5.247782493E-1,3.092434588E0
1.439274275E1,2.224708412E-1,-1.754593881E0,-6.900357664E-1,1.898484217E0
1.440275475E1,3.462605627E-1,-4.284740227E-1,-6.694999065E-1,8.670158535E-1
1.441276575E1,2.333269279E-1,6.621901560E-1,-6.671906948E-1,9.685456526E-1
1.442277775E1,5.323044929E-1,1.729904013E0,-6.365571320E-1,1.918624755E0
1.443278875E1,8.168273022E-1,2.824366543E0,-4.594420463E-1,2.975792366E0
1.444280075E1,9.456735496E-1,3.828246347E0,-3.894087750E-1,3.962500190E0
1.445281175E1,1.286064531E0,4.757097604E0,-2.702577227E-1,4.935279002E0
1.446282375E1,1.599207926E0,5.596723858E0,-7.209923878E-2,5.821166741E0
1.447283475E1,1.812960496E0,6.425533347E0,1.240235370E-1,6.677550928E0
1.448284675E1,1.972662427E0,7.213207675E0,3.482349481E-1,7.486189257E0
1.449285775E1,2.030340385E0,7.867897022E0,4.556893033E-1,8.138411293E0
1.450286975E1,1.850948686E0,8.274386684E0,3.328304585E-1,8.485414671E0
1.451288075E1,1.650347236E0,8.532232522E0,2.119983318E-1,8.692961584E0
1.452289275E1,1.404394196E0,8.631097829E0,9.672456823E-2,8.745143134E0
1.453290375E1,1.614674835E0,8.600456665E0,-4.268935204E-2,8.750820078E0
1.454291475E1,1.905879769E0,8.126363835E0,-2.313755659E-1,8.350071947E0
1.455292675E1,2.191207521E0,7.275965840E0,-2.843489277E-1,7.604072831E0
1.456293775E1,2.522543212E0,6.556775857E0,-8.989509344E-3,7.025283959E0
1.457294975E1,2.937966834E0,5.853254072E0,6.402484792E-1,6.580436951E0
1.458296075E1,2.783257694E0,4.957437830E0,1.321234510E0,5.836811960E0
1.459297275E1,2.522134199E0,4.008622425E0,1.915167779E0,5.108628220E0
1.460298375E1,2.511107812E0,2.873498358E0,2.265886112E0,4.438118422E0
1.461299575E1,2.555893975E0,1.671065821E0,2.596376588E0,4.008269749E0
1.462300675E1,2.232264330E0,5.684452558E-1,2.950790362E0,3.743433960E0
1.463301875E1,1.601350638E0,-4.350041932E-1,3.266696713E0,3.663995078E0
1.464302975E1,9.371488939E-1,-9.563156283E-1,3.517249904E0,3.763487015E0
1.465304175E1,3.163717890E-1,-4.477920538E-1,3.343995734E0,3.388645202E0
1.466305275E1,-2.806531951E-1,8.674730337E-1,2.764146069E0,2.910632092E0
1.467306475E1,-6.890665904E-1,2.248429835E0,2.003011669E0,3.089062193E0
1.468307575E1,-5.077488184E-1,3.322701344E0,1.380172105E0,3.633597133E0
1.469308775E1,1.223570806E-1,4.346423675E0,6.415108931E-1,4.395214016E0
1.470309875E1,8.693220694E-1,5.506648670E0,-2.970198441E-1,5.582752119E0
1.471311075E1,1.710507630E0,6.699444995E0,-1.411762857E0,7.057015938E0
1.472312175E1,2.251490268E0,7.772698504E0,-2.348974462E0,8.426252517E0
1.473313375E1,2.350418578E0,8.011453183E0,-2.097388653E0,8.608535808E0
1.474314475E1,2.527580296E0,6.890935460E0,-1.412695488E0,7.474581073E0
1.475315575E1,2.307315828E0,5.746182783E0,-4.783665597E-1,6.210568208E0
1.476316775E1,1.330054450E0,4.738192971E0,4.375716325E-1,4.940747555E0
1.477317875E1,5.688729065E-1,3.918364804E0,1.380081473E0,4.193068566E0
1.478319075E1,2.731709518E-1,3.610916451E0,1.690382098E0,3.996339778E0
1.479320175E1,1.697582652E-1,3.305285997E0,1.548620301E0,3.654033146E0
1.480321375E1,6.519193755E-1,3.001975719E0,9.568525489E-1,3.217518281E0
1.481322475E1,1.238520674E0,2.225233930E0,4.995024902E-1,2.595207553E0
1.482323675E1,1.463784657E0,9.805850816E-1,-3.178230679E-1,1.790313975E0
1.483324775E1,9.162443671E-1,-6.405800164E-1,-6.385732520E-1,1.287486814E0
1.484325975E1,1.559064123E-1,-2.484707049E0,-9.591591293E-1,2.667969670E0
1.485327075E1,-1.566707713E-1,-4.271930147E0,-1.424135858E0,4.505784710E0
1.486328275E1,-2.590632101E-1,-5.895832327E0,-1.452315344E0,6.077595942E0
1.487329375E1,-6.832249296E-1,-7.483952470E0,-7.756138605E-1,7.554992902E0
1.488330575E1,-1.062135614E0,-8.853664491E0,1.362471414E-1,8.918187611E0
1.489331675E1,-1.311689807E0,-9.738908967E0,1.170899672E0,9.896357111E0
1.490332875E1,-1.209919165E0,-9.778616824E0,1.914934475E0,1.003754081E1
1.491333975E1,-1.031994971E0,-9.300418079E0,2.371069921E0,9.653225505E0
1.492335075E1,-1.414780459E0,-8.953554230E0,2.385270469E0,9.373219954E0
1.493336275E1,-2.026157141E0,-8.725407570E0,1.721123250E0,9.121420682E0
1.494337375E1,-2.725277580E0,-8.567712842E0,7.763406694E-1,9.024164563E0
1.495338575E1,-3.112571710E0,-8.604007094E0,6.635215670E-2,9.149942258E0
1.496339675E1,-2.909269284E0,-8.910541527E0,-3.044703662E-1,9.378395400E0
1.497340875E1,-2.519604401E0,-9.515900840E0,-2.418425936E-1,9.846789476E0
1.498341975E1,-2.080046689E0,-9.969436029E0,2.114704013E-1,1.018631281E1
1.499343175E1,-1.334787186E0,-1.001699143E1,9.775027218E-1,1.015269845E1
1.500344275E1,-4.589158700E-1,-9.743427111E0,1.781264201E0,9.915537192E0
1.501345475E1,2.750221985E-1,-9.119710464E0,2.438716066E0,9.444156512E0
1.502346575E1,5.607013130E-1,-8.127571285E0,2.680618594E0,8.576567903E0
1.503347775E1,5.166049381E-1,-7.049839393E0,2.541422701E0,7.511720540E0
1.504348875E1,4.142124080E-1,-6.087664855E0,2.182163925E0,6.480206377E0
1.505350075E1,1.948127254E-1,-5.295818539E0,1.678764558E0,5.558947421E0
1.506351175E1,3.650482513E-2,-4.555158164E0,1.209825464E0,4.713223542E0
1.507352375E1,2.896765452E-2,-3.753025426E0,7.853237468E-1,3.834419430E0
1.508353475E1,5.501002014E-2,-2.816990281E0,5.095747577E-1,2.863237115E0
1.509354575E1,9.746208485E-2,-1.833303251E0,3.870557092E-1,1.876249395E0
1.510355775E1,2.229428211E-1,-8.103024673E-1,1.926626860E-1,8.622137210E-1
1.511356875E1,5.054821087E-1,2.458473516E-1,-4.619095713E-2,5.639917437E-1
1.512358075E1,7.176081656E-1,1.339243934E0,-1.753889877E-1,1.529476084E0
1.513359175E1,6.757369852E-1,2.428185523E0,-3.475491428E-1,2.544306549E0
1.514360375E1,6.640082015E-1,3.542509875E0,-4.247972935E-1,3.629150844E0
1.515361475E1,7.970943381E-1,4.625409536E0,-3.981848609E-1,4.710448381E0
1.516362675E1,8.700298018E-1,5.568542032E0,-3.447161669E-1,5.646630983E0
1.517363775E1,1.083263650E0,6.417277079E0,-2.660857344E-1,6.513501889E0
1.518364975E1,1.367036481E0,7.139582459E0,-1.546120763E-1,7.270923691E0
1.519366075E1,1.625837316E0,7.688246584E0,-4.231863856E-2,7.858388727E0
1.520367275E1,1.832385238E0,8.063955333E0,8.538111605E-2,8.269963797E0
1.521368375E1,2.089802622E0,8.302751527E0,1.378844348E-1,8.562824886E0
1.522369575E1,2.373431026E0,8.403097349E0,1.250204508E-1,8.732745846E0
1.523370675E1,2.220253272E0,8.028736968E0,9.550019782E-2,8.330621956E0
1.524371875E1,2.097019401E0,7.445669580E0,9.704912525E-2,7.735948836E0
1.525372975E1,2.497389952E0,6.705795656E0,1.961167642E-1,7.158429558E0
1.526374175E1,2.656935324E0,5.886358083E0,5.865985215E-1,6.484798735E0
1.527375275E1,2.398906468E0,4.974055032E0,1.085763627E0,5.628042143E0
1.528376375E1,2.767583647E0,3.991926870E0,1.473855609E0,5.076145165E0
1.529377575E1,2.987852939E0,2.822478477E0,1.572388794E0,4.400688180E0
1.530378675E1,2.980327865E0,1.635260981E0,1.608365543E0,3.760754230E0
1.531379875E1,2.932276908E0,6.363214892E-1,1.678138028E0,3.437920905E0
1.532380975E1,2.522342944E0,-1.552359742E-1,1.787679766E0,3.095498520E0
1.533382112E1,2.025448020E0,-7.923433292E-1,1.840130460E0,2.848916942E0
1.534383213E1,1.684395572E0,-1.123420866E0,1.930583378E0,2.797573067E0
1.535384412E1,1.254331692E0,-1.098613468E0,1.978876702E0,2.587711836E0
1.536385512E1,5.803754760E-1,-6.899322706E-1,1.919277202E0,2.120487493E0
1.537386712E1,-2.557453720E-1,-1.422802985E-2,1.717041893E0,1.736041761E0
1.538387812E1,-9.650607240E-1,7.360632938E-1,1.283792449E0,1.766707227E0
1.539389012E1,-1.397593153E0,1.538587795E0,7.108869374E-1,2.196788397E0
1.540390113E1,-1.641711921E0,2.647673627E0,-7.158325124E-1,3.196530909E0
1.541391312E1,-1.778262826E0,4.270845489E0,-3.591777930E0,5.856894106E0
1.542392412E1,-2.309217781E0,5.194201532E0,-3.100291972E0,6.474876572E0
1.543393612E1,-2.455536459E0,6.151819335E0,-2.572964337E0,7.105961294E0
1.544394712E1,-1.473048986E0,7.073536988E0,-1.863519908E0,7.461736077E0
1.545395912E1,-4.068109658E-1,7.900433269E0,-1.369769323E0,8.028611898E0
1.546397013E1,9.878018613E-1,8.746748738E0,-1.680995563E0,8.961423552E0
1.547398112E1,2.312405537E0,9.170134513E0,-1.777796803E0,9.622845101E0
1.548399312E1,3.084653302E0,8.729249775E0,-1.464653846E0,9.373371780E0
1.549400413E1,2.876210881E0,7.290885011E0,-7.881998460E-1,7.877236335E0
1.550401612E1,2.583425006E0,5.296826014E0,4.873347268E-2,5.893456162E0
1.551402712E1,2.022294763E0,3.411257426E0,8.771010590E-1,4.061484901E0
1.552403913E1,1.081655374E0,1.668607067E0,1.978630534E0,2.805210630E0
1.553405012E1,1.331127122E0,2.314000511E-1,2.801710337E0,3.110470416E0
1.554406212E1,3.963293932E-1,-8.844042313E-1,3.671461446E0,3.797219638E0
1.555407313E1,-1.125336560E0,-2.096984611E0,4.654646199E0,5.227758417E0
1.556408512E1,-1.672656264E0,-2.463881021E0,3.961925392E0,4.956343558E0
1.557409612E1,-1.397226971E0,-2.521464400E0,3.028260123E0,4.180955070E0
1.558410813E1,-5.846431395E-1,-2.867592085E0,2.926340230E0,4.138642182E0
1.559411912E1,2.739125980E-1,-3.518546231E0,2.912638450E0,4.575877887E0
1.560413112E1,1.089283213E0,-4.721724288E0,2.562257500E0,5.481457987E0
1.561414213E1,1.066531112E0,-6.266592577E0,2.178884514E0,6.719762560E0
1.562415312E1,-2.217954512E-1,-8.065920582E0,1.844896526E0,8.277192232E0
1.563416512E1,-1.694167878E0,-9.609972600E0,1.536220842E0,9.878347668E0
1.564417613E1,-2.570129899E0,-1.080443012E1,1.085990499E0,1.115888226E1
1.565418812E1,-2.668744653E0,-1.166229267E1,5.398506171E-1,1.197592197E1
1.566419912E1,-2.468753798E0,-1.215564564E1,-4.201955348E-2,1.240387971E1
1.567421113E1,-2.035200445E0,-1.237264283E1,-7.077499062E-1,1.255887103E1
1.568422212E1,-1.579591395E0,-1.228648060E1,-1.234000777E0,1.244891451E1
1.569423412E1,-1.321692347E0,-1.177977493E1,-1.480161539E0,1.194574594E1
1.570424513E1,-1.472117671E0,-1.090556239E1,-1.312608113E0,1.108247994E1
1.571425712E1,-1.596482100E0,-9.849485078E0,-8.667064637E-1,1.001560240E1
1.572426812E1,-1.545970636E0,-8.843694988E0,-3.213243806E-1,8.983552505E0
1.573428013E1,-1.632830878E0,-7.968976085E0,2.871596843E-1,8.139605470E0
1.574429112E1,-1.817282611E0,-7.234758173E0,7.242785230E-1,7.494586132E0
1.575430312E1,-1.915289547E0,-6.589806193E0,8.717587504E-1,6.917647218E0
1.576431413E1,-1.904806805E0,-5.963907366E0,8.197071290E-1,6.314142840E0
1.577432612E1,-1.660088843E0,-5.275616993E0,9.006223610E-1,5.603494469E0
1.578433712E1,-1.274321714E0,-4.471576309E0,1.059914695E0,4.768889774E0
1.579434812E1,-9.008334455E-1,-3.643891824E0,1.139428788E0,3.922721821E0
1.580436012E1,-4.606138283E-1,-2.739957892E0,1.068621930E0,2.976825017E0
1.581437112E1,-5.494328879E-2,-1.744874640E0,9.053320009E-1,1.966527982E0
1.582438313E1,3.659987893E-1,-5.578267121E-1,8.407483345E-1,1.073304950E0
1.583439412E1,7.588002650E-1,8.506605345E-1,7.259062417E-1,1.351421866E0
1.584440612E1,1.127231788E0,2.320071675E0,6.623052000E-1,2.663086980E0
1.585441712E1,1.458105695E0,3.781121297E0,6.131511663E-1,4.098646708E0
1.586442912E1,1.745476026E0,5.163045228E0,5.766961156E-1,5.480538385E0
1.587444012E1,2.060855981E0,6.442123652E0,5.740954202E-1,6.788053482E0
1.588445212E1,2.434156846E0,7.455884666E0,6.233050755E-1,7.867899651E0
1.589446312E1,2.819033298E0,8.330664380E0,7.024154183E-1,8.822715295E0
1.590447512E1,3.091418822E0,8.967995099E0,6.985843226E-1,9.511562778E0
1.591448612E1,3.093344895E0,9.338143730E0,6.296843147E-1,9.857292392E0
1.592449812E1,2.657110448E0,9.374186552E0,4.264959097E-1,9.752820526E0
1.593450913E1,1.969110536E0,8.961526909E0,1.038266877E-1,9.175900001E0
1.594452112E1,2.295981878E0,8.790623905E0,-3.904829085E-2,9.085599936E0
1.595453212E1,2.691047688E0,8.420553042E0,1.635466675E-2,8.840119833E0
1.596454313E1,2.559978840E0,7.689943446E0,2.421332184E-1,8.108473985E0
1.597455512E1,2.795084272E0,6.730825832E0,7.328175044E-1,7.324857266E0
1.598456612E1,3.218276797E0,5.429150258E0,9.567249334E-1,6.383439564E0
1.599457813E1,3.510733474E0,3.727722185E0,1.262913212E0,5.274098216E0
1.600458912E1,3.525973657E0,1.937433976E0,2.046427391E0,4.513757383E0
1.601460112E1,3.500549671E0,3.644429183E-1,2.426319677E0,4.274774124E0
1.602461213E1,3.530171958E0,-8.159140402E-1,2.731771206E0,4.537665005E0
1.603462412E1,3.339327025E0,-1.890951535E0,2.950453563E0,4.840658934E0
1.604463512E1,2.926546637E0,-2.675056137E0,3.002202591E0,4.973310864E0
1.605464713E1,2.734986882E0,-2.970209550E0,2.939898169E0,4.994526931E0
1.606465812E1,2.091142804E0,-2.587106997E0,2.648704491E0,4.252250736E0
1.607467012E1,1.011762143E0,-1.606000929E0,2.178607063E0,2.889503479E0
1.608468113E1,1.845527440E-3,-4.318595606E-1,1.740509108E0,1.793286938E0
1.609469312E1,-8.243118113E-1,6.061159426E-1,1.198559926E0,1.575884638E0
1.610470412E1,-1.635473819E0,1.882284207E0,-3.623215485E-1,2.519731207E0
1.611471613E1,-2.308419929E0,3.138283086E0,-2.643139696E0,4.707845659E0
1.612472712E1,-2.577485989E0,4.144152113E0,-3.170869619E0,5.819952311E0
1.613473812E1,-2.248680096E0,5.357849311E0,-2.983500856E0,6.531798280E0
1.614475013E1,-1.678249125E0,6.431916168E0,-3.073345664E0,7.323354374E0
1.615476112E1,-1.248089350E0,7.736192583E0,-3.725140640E0,8.676582017E0
1.616477312E1,-5.788877251E-1,9.205214884E0,-3.475683217E0,9.856544317E0
1.617478413E1,5.105435682E-1,1.023747590E1,-2.896102524E0,1.065147771E1
1.618479612E1,1.230669326E0,1.067169832E1,-2.366537744E0,1.100000877E1
1.619480712E1,1.507296713E0,1.062745712E1,-1.465364283E0,1.083337808E1
1.620481913E1,1.603677684E0,1.019659919E1,-9.782019027E-1,1.036818673E1
1.621483012E1,1.093913184E0,9.193909877E0,-3.208969492E-1,9.264318633E0
1.622484212E1,1.385970935E0,7.780137332E0,1.005577689E0,7.966344132E0
1.623485313E1,2.237219407E0,5.695102676E0,3.120239164E0,6.868423225E0
1.624486512E1,2.631628867E0,2.782160171E0,4.958665161E0,6.265320892E0
1.625487612E1,1.710284558E0,-1.020732064E0,5.598149993E0,5.941906307E0
1.626488813E1,-6.941408041E-1,-5.150781278E0,5.998893596E0,7.937197465E0
1.627489912E1,-3.290893076E0,-9.078546066E0,5.342374654E0,1.103589339E1
1.628491012E1,-5.955941119E0,-1.278253265E1,4.239214976E0,1.472539708E1
1.629492213E1,-6.394120935E0,-1.435873617E1,3.028004014E0,1.600708890E1
1.630493312E1,-4.733716342E0,-1.379775430E1,2.262766623E0,1.476164648E1
1.631494512E1,-2.334868493E0,-1.215765475E1,9.858314958E-1,1.241901943E1
1.632495612E1,-9.368124598E-1,-1.086484121E1,-2.314626163E-1,1.090761051E1
1.633496887E1,-3.527515202E-1,-1.063727576E1,-8.454386786E-1,1.067664909E1
1.634497987E1,-3.242281810E-1,-1.121642026E1,-2.093510195E0,1.141472699E1
1.635499188E1,-9.758255211E-1,-1.163755895E1,-3.162738481E0,1.209908792E1
1.636500287E1,-1.834786398E0,-1.182383603E1,-3.798332577E0,1.255375920E1
1.637501487E1,-2.282034660E0,-1.174092836E1,-3.641707012E0,1.250276413E1
1.638502588E1,-2.049441046E0,-1.137706081E1,-2.942389668E0,1.192876265E1
1.639503787E1,-1.914568147E0,-1.106203271E1,-2.121082156E0,1.142510956E1
1.640504887E1,-2.048341916E0,-1.068764134E1,-1.119098311E0,1.093955041E1
1.641506088E1,-2.109744112E0,-1.008217619E1,-2.408713710E-1,1.030336431E1
1.642507187E1,-2.097653093E0,-9.242096781E0,4.738984099E-1,9.488997898E0
1.643508287E1,-1.879349490E0,-8.302244573E0,1.189889967E0,8.595060069E0
1.644509488E1,-1.276590288E0,-7.319170917E0,1.824978570E0,7.650522365E0
1.645510587E1,-9.287980467E-1,-6.349895520E0,2.375657646E0,6.843068623E0
1.646511787E1,-6.924470119E-1,-5.274881998E0,2.793659306E0,6.009026150E0
1.647512887E1,-3.711391497E-1,-4.207831800E0,2.884102868E0,5.114845264E0
1.648514087E1,-2.695287942E-1,-3.182610828E0,2.587340301E0,4.110472879E0
1.649515187E1,-2.298266385E-1,-2.005728285E0,2.176545189E0,2.968689138E0
1.650516388E1,-3.743241280E-2,-7.896705669E-1,1.574745953E0,1.762045858E0
1.651517487E1,4.781730900E-1,5.285315770E-1,1.197828293E0,1.393839213E0
1.652518687E1,8.833084631E-1,1.783658051E0,9.101166312E-1,2.188602789E0
1.653519787E1,1.155964860E0,2.970843973E0,5.946448749E-1,3.242802985E0
1.654520987E1,1.479262530E0,4.310476747E0,7.308317900E-1,4.615467747E0
1.655522087E1,1.803895996E0,5.672204980E0,8.547822368E-1,6.013202372E0
1.656523288E1,2.080795425E0,6.978202815E0,9.483815414E-1,7.343327017E0
1.657524387E1,2.310776210E0,8.004456405E0,1.052333926E0,8.397524381E0
1.658525587E1,2.472038179E0,8.774454015E0,1.063407968E0,9.177845745E0
1.659526687E1,2.612791769E0,9.314635000E0,1.002096988E0,9.725908923E0
1.660527787E1,2.756898445E0,9.613721834E0,9.527131587E-1,1.004648192E1
1.661528987E1,2.647487100E0,9.746963507E0,9.692578554E-1,1.014652386E1
1.662530087E1,2.314149177E0,9.714944154E0,1.010554401E0,1.003776103E1
1.663531287E1,2.180748752E0,9.237923039E0,8.225032675E-1,9.527402522E0
1.664532388E1,2.688955554E0,8.886126478E0,8.329089725E-1,9.321344491E0
1.665533587E1,2.982911457E0,8.416296853E0,8.311910605E-1,8.967869985E0
1.666534687E1,3.256323752E0,7.901666447E0,6.586865044E-1,8.571688569E0
1.667535888E1,3.292798684E0,7.242064269E0,4.096723008E-1,7.966043525E0
1.668536987E1,3.628501368E0,6.086726376E0,7.194543508E-1,7.122631165E0
1.669538187E1,4.090189329E0,4.057043803E0,1.421620678E0,5.933823263E0
1.670539288E1,4.507584048E0,1.697313387E0,2.049934405E0,5.234636353E0
1.671540487E1,4.621320578E0,-6.673526627E-1,2.440617288E0,5.268640832E0
1.672541587E1,4.110414848E0,-2.957777785E0,2.800647898E0,5.786846144E0
1.673542788E1,3.334653053E0,-4.967167012E0,2.861725574E0,6.631902621E0
1.674543887E1,2.337890042E0,-6.680487737E0,2.764720266E0,7.598573840E0
1.675544987E1,6.152925628E-1,-7.606156939E0,2.994590685E0,8.197547297E0
1.676546188E1,-5.631741370E-1,-6.523243244E0,2.591820438E0,7.041832199E0
1.677547287E1,-1.442241907E0,-3.520303904E0,6.886616707E-2,3.804910491E0
1.678548487E1,-2.098183582E0,-1.302263803E0,-3.492999161E0,4.277769103E0
1.679549588E1,-2.184131659E0,9.126205552E-1,-5.526360803E0,6.011985621E0
1.680550787E1,-1.658737405E0,3.558012598E0,-7.088926860E0,8.103317065E0
1.681551887E1,-1.245665387E0,6.270549388E0,-8.542246463E0,1.066965072E1
1.682553088E1,-1.254118122E0,9.148259495E0,-8.856879290E0,1.279483391E1
1.683554187E1,-8.961204435E-1,1.155359995E1,-6.775168777E0,1.342354705E1
1.684555387E1,1.302034593E-1,1.259433884E1,-3.629221160E0,1.310746238E1
1.685556488E1,1.180142512E0,1.237978462E1,-8.726384640E-3,1.243591089E1
1.686557687E1,1.596623164E0,1.187863497E1,3.576265267E0,1.250763157E1
1.687558787E1,1.610100266E0,1.156232282E1,6.180584713E0,1.320906353E1
1.688559988E1,1.555211283E0,1.114654018E1,7.021882685E0,1.326540149E1
1.689561087E1,5.630289068E-1,1.071015663E1,7.908647438E0,1.332558295E1
1.690562187E1,-5.372779518E-1,8.944237277E0,8.000714772E0,1.201247206E1
1.691563388E1,1.143919486E-1,7.161511272E0,5.746967479E0,9.183025886E0
1.692564487E1,1.161060599E-1,6.006922992E0,4.358933793E0,7.422729165E0
1.693565687E1,3.122307178E-2,4.778912981E0,3.539801445E0,5.947199209E0
1.694566787E1,-1.593302677E0,-1.238568914E0,1.630708046E0,2.594585729E0
