"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.052031238E1,4.209810498E0,-3.013946431E0,2.980776638E0,5.974228560E0
1.053027437E1,6.244595937E0,-4.528060412E0,8.197656012E0,1.125610384E1
1.054023537E1,6.844538974E0,-5.484139813E0,1.047506465E1,1.366200873E1
1.055019637E1,7.414034389E0,-6.373866180E0,1.224002798E1,1.566564269E1
1.056015738E1,7.970855380E0,-6.938955134E0,1.311865633E1,1.684585343E1
1.057011938E1,7.993549594E0,-6.830079979E0,1.312798966E1,1.681936206E1
1.058008037E1,9.126248236E0,-7.208362672E0,1.389361940E1,1.811854186E1
1.059004137E1,9.509729104E0,-6.911770844E0,1.377671952E1,1.811092280E1
1.060000237E1,9.567727636E0,-6.854460529E0,1.375878728E1,1.810605613E1
1.060996438E1,9.036872960E0,-6.017031074E0,1.251508451E1,1.656795329E1
1.061992538E1,7.947749523E0,-5.163943360E0,1.096813462E1,1.449596532E1
1.062988638E1,6.788702742E0,-3.964008462E0,9.172611394E0,1.208042416E1
1.063984737E1,5.850174344E0,-2.744667240E0,7.487342101E0,9.890299786E0
1.064980937E1,5.539605331E0,-1.866529616E0,6.377480344E0,8.651208908E0
1.065977038E1,5.504142553E0,-1.225531816E0,5.884798046E0,8.150359595E0
1.066973138E1,5.449079908E0,-1.230694907E0,5.913261707E0,8.134724692E0
1.067969337E1,4.416977348E0,-4.101159583E-1,5.380281569E0,6.973185338E0
1.068965437E1,3.238465771E0,4.595531434E-2,4.322455938E0,5.401240392E0
1.069961537E1,1.717096272E0,4.477153091E-1,2.696739367E0,3.228199470E0
1.070957637E1,-2.115589866E-1,8.172227933E-1,7.242115724E-1,1.112246690E0
1.071953838E1,-2.160495313E0,1.323952588E0,-1.127693426E0,2.773496514E0
1.072949938E1,-3.381580175E0,1.711966656E0,-2.810667686E0,4.718661585E0
1.073946038E1,-3.756072118E0,1.631071305E0,-4.143108385E0,5.825274109E0
1.074942137E1,-3.791845091E0,1.350335225E0,-4.718577316E0,6.202134012E0
1.075938337E1,-3.889419333E0,1.224070158E0,-4.920751230E0,6.390596464E0
1.076934438E1,-3.913893146E0,1.050374963E0,-5.074828870E0,6.494284809E0
1.077930538E1,-3.935185490E0,6.763092814E-1,-5.101203906E0,6.478067642E0
1.078926737E1,-4.443374019E0,3.738718459E-1,-5.055218478E0,6.740814987E0
1.079922837E1,-5.208264670E0,3.523042448E-1,-5.189664677E0,7.360893874E0
1.080918937E1,-5.811223701E0,3.353271465E-1,-5.755488626E0,8.185866755E0
1.081915037E1,-6.132179123E0,2.959522887E-1,-6.667659531E0,9.063602604E0
1.082911238E1,-6.334124994E0,4.644320601E-1,-7.537487238E0,9.856497879E0
1.083907338E1,-6.392400100E0,8.130034424E-1,-8.080279589E0,1.033511838E1
1.084903437E1,-6.348291044E0,8.363626304E-1,-8.100601003E0,1.032569795E1
1.085899537E1,-6.482913828E0,1.923839200E0,-8.883877054E0,1.116479290E1
1.086895738E1,-6.224991977E0,2.128781038E0,-9.198390014E0,1.130896161E1
1.087891838E1,-6.215279751E0,2.132489489E0,-9.203137368E0,1.130818072E1
1.088887938E1,-5.382492401E0,1.644251513E0,-9.146430486E0,1.073927270E1
1.089884137E1,-4.828509648E0,1.433309116E0,-8.758672965E0,1.010362472E1
1.090880237E1,-4.275708033E0,1.136806896E0,-8.002833803E0,9.144362087E0
1.091876337E1,-3.825154340E0,9.463493416E-1,-7.100296771E0,8.120443155E0
1.092872438E1,-3.307634239E0,7.120628124E-1,-6.162827303E0,7.030499135E0
1.093868638E1,-2.894005712E0,3.480207208E-1,-4.942518075E0,5.738019903E0
1.094864737E1,-2.950391582E0,2.103108984E-1,-3.460826027E0,4.552620998E0
1.095860837E1,-3.272940955E0,3.376202783E-1,-1.782090413E0,3.741921456E0
1.096856937E1,-3.303037158E0,3.798716739E-1,-1.748661296E0,3.756617266E0
1.097853138E1,-3.207894773E0,1.495454639E-2,2.969671606E0,4.371471373E0
1.098849238E1,-2.580673306E0,-3.627165279E-1,5.853508426E0,6.407417489E0
1.099845338E1,-1.298587659E0,-7.766254288E-1,8.649630579E0,8.780978654E0
1.100841537E1,5.920773625E-1,-1.240100884E0,1.086741165E1,1.095395096E1
1.101837637E1,2.887543954E0,-1.951483373E0,1.234196483E1,1.282459720E1
1.102833737E1,2.830092722E0,-2.025566134E0,1.235715239E1,1.283789539E1
1.103829838E1,6.467571904E0,-3.259830620E0,1.280921817E1,1.471502811E1
1.104826038E1,7.538515763E0,-3.568400177E0,1.242901935E1,1.496807341E1
1.105822137E1,8.032265178E0,-3.682765575E0,1.215415343E1,1.502675919E1
1.106818237E1,8.058215121E0,-3.753640846E0,1.211511976E1,1.502666887E1
1.107814337E1,8.685728949E0,-3.868627803E0,1.236046659E1,1.559452798E1
1.108810538E1,8.755107332E0,-3.887926539E0,1.230720898E1,1.559600173E1
1.109806638E1,8.664772528E0,-3.494453949E0,1.213350107E1,1.531376307E1
1.110802738E1,7.101653325E0,-2.105814199E0,1.015178379E1,1.256688694E1
1.111798837E1,5.743111825E0,-1.153704911E0,8.368311678E0,1.021484257E1
1.112795037E1,4.382946553E0,-2.049399385E-1,6.379622764E0,7.742855254E0
1.113791138E1,4.507977566E0,-2.014378949E-1,6.305730330E0,7.754010185E0
1.114787238E1,2.235163087E0,7.136902387E-1,2.955836509E0,3.773894176E0
1.115783437E1,1.203299094E0,1.006052191E0,1.623643733E0,2.257496111E0
1.116779537E1,9.670271426E-2,1.146785462E0,6.528299332E-1,1.323123287E0
1.117775637E1,-9.879894108E-1,1.166084928E0,2.775263965E-2,1.528609612E0
1.118771737E1,-1.930912284E0,1.086125424E0,-1.813531476E-1,2.222831449E0
1.119767938E1,-2.536398481E0,8.655636254E-1,-2.037403822E-1,2.687755158E0
1.120764038E1,-2.790927194E0,5.124740995E-1,-3.528075439E-1,2.859436565E0
1.121760138E1,-2.724007857E0,5.672784439E-1,-3.699217594E-1,2.806931732E0
1.122756237E1,-2.780560081E0,2.829552439E-1,-9.090566772E-1,2.939041013E0
1.123752437E1,-2.818164402E0,2.781347993E-1,-1.953161232E0,3.440094237E0
1.124748538E1,-2.603182747E0,3.298256475E-1,-4.299920184E0,5.037326569E0
1.125744638E1,-2.308121721E0,5.233848578E-1,-5.454117284E0,5.945481725E0
1.126740738E1,-2.206121429E0,5.123119855E-1,-5.501501366E0,5.949449774E0
1.127736937E1,-1.806960083E0,1.023548668E0,-7.209673617E0,7.502809493E0
1.128733037E1,-1.711993407E0,1.002002555E0,-7.254378505E0,7.520700635E0
1.129729137E1,-1.945068685E0,1.570329113E0,-8.420130873E0,8.783383723E0
1.130725338E1,-2.004529606E0,1.771544960E0,-8.769492652E0,9.168451989E0
1.131721438E1,-1.921728355E0,1.738041291E0,-8.809347274E0,9.182506564E0
1.132717537E1,-1.933478335E0,1.832143018E0,-9.046672894E0,9.430661533E0
1.133713637E1,-1.844544523E0,1.785866983E0,-9.089800202E0,9.445429217E0
1.134709838E1,-1.521560411E0,1.756300976E0,-9.685888170E0,9.960731341E0
1.135705938E1,-1.169834017E0,1.464212235E0,-1.003471785E1,1.020823156E1
1.136702038E1,-9.372107282E-1,1.306368403E0,-1.035120425E1,1.047532299E1
1.137698138E1,-6.965475181E-1,1.191133962E0,-1.047938691E1,1.056984052E1
1.138694337E1,-6.405154046E-1,1.115327296E0,-1.051255582E1,1.059094164E1
1.139690437E1,7.851348817E-2,4.700348622E-1,-9.903169534E0,9.914628786E0
1.140686538E1,3.057649398E-1,1.678017868E-1,-9.424488979E0,9.430940682E0
1.141682675E1,4.220037863E-1,-1.060196677E-1,-8.872608885E0,8.883271683E0
1.142678875E1,4.265494117E-1,-1.665224160E-1,-8.885371018E0,8.897162033E0
1.143674975E1,2.999387741E-1,-2.781345069E-1,-8.303545579E0,8.313614812E0
1.144671075E1,2.781157959E-1,-4.368535213E-1,-6.980538193E0,6.999721627E0
1.145667275E1,3.586743477E-1,-3.691186443E-1,-6.111651887E0,6.133284981E0
1.146663375E1,4.499812514E-1,-1.477510996E-1,-4.979987617E0,5.002458414E0
1.147659475E1,7.400388157E-1,-9.666748479E-2,-3.116886370E0,3.204993400E0
1.148655575E1,6.565320978E-1,-7.302266032E-2,-3.088149644E0,3.158011230E0
1.149651775E1,2.127472870E0,-7.116251484E-1,4.061556099E0,4.639912619E0
1.150647875E1,3.152656420E0,-1.017756709E0,8.502160292E0,9.124790455E0
1.151643975E1,4.223376915E0,-1.549126378E0,1.196906333E1,1.278652346E1
1.152640075E1,4.919130381E0,-2.116905928E0,1.423272399E1,1.520689208E1
1.153636275E1,4.755189365E0,-2.125068349E0,1.429736496E1,1.521651689E1
1.154632375E1,6.346836841E0,-2.419980125E0,1.598376861E1,1.736719611E1
1.155628475E1,7.174894964E0,-2.462594048E0,1.598596717E1,1.769448031E1
1.156624575E1,7.846378684E0,-2.377087290E0,1.591914051E1,1.790629043E1
1.157620775E1,8.436686679E0,-2.510559635E0,1.579357740E1,1.808086499E1
1.158616875E1,8.486162310E0,-2.475991189E0,1.577971716E1,1.808714894E1
1.159612975E1,7.588122956E0,-2.257973076E0,1.458082979E1,1.659152343E1
1.160609175E1,6.193946185E0,-1.892340395E0,1.307442916E1,1.459063465E1
1.161605275E1,4.442390225E0,-1.384325674E0,1.138571937E1,1.229982902E1
1.162601375E1,4.463508613E0,-1.342882803E0,1.138599419E1,1.230313403E1
1.163597475E1,2.362034803E0,-6.786234632E-1,9.502697242E0,9.815344777E0
1.164593675E1,-1.940028386E0,4.486328834E-1,5.545853666E0,5.892493062E0
1.165589775E1,-3.438679698E0,8.814082642E-1,4.044400368E0,5.381317026E0
1.166585875E1,-4.721461748E0,1.250961941E0,2.808154553E0,5.634078346E0
1.167581975E1,-5.654574455E0,1.488858834E0,1.669634423E0,6.081002549E0
1.168578175E1,-5.591875931E0,1.597336232E0,1.676470402E0,6.052364206E0
1.169574275E1,-5.846571289E0,1.621026227E0,-8.403314281E-1,6.125053369E0
1.170570375E1,-5.584331853E0,1.578698232E0,-1.803752008E0,6.077052877E0
1.171566475E1,-5.121541107E0,1.744355699E0,-2.395042335E0,5.916856252E0
1.172562675E1,-4.379574172E0,1.825960025E0,-2.895766894E0,5.558800756E0
1.173558775E1,-4.362307344E0,1.892560396E0,-2.880183479E0,5.559403483E0
1.174554875E1,-2.216799322E0,1.826831845E0,-4.260403531E0,5.138341374E0
1.175550975E1,-1.335910144E0,2.129650373E0,-5.235203378E0,5.807531406E0
1.176547175E1,-8.313120979E-1,2.454424611E0,-6.151058612E0,6.674638719E0
1.177543275E1,-5.283555758E-1,2.687558069E0,-6.951772231E0,7.471898363E0
1.178539375E1,-4.676959759E-1,2.664654818E0,-6.978962953E0,7.484988225E0
1.179535575E1,-2.208999136E-1,2.803468887E0,-8.362107782E0,8.822305885E0
1.180531675E1,-1.420642439E-1,2.668509595E0,-9.013889894E0,9.401666700E0
1.181527775E1,-3.044361600E-1,2.622047327E0,-9.634561311E0,9.989623878E0
1.182523875E1,-2.176991478E-1,2.575066996E0,-9.673980900E0,1.001320475E1
1.183520075E1,-4.944496188E-1,2.635730396E0,-1.025415450E1,1.059902069E1
1.184516175E1,-8.244100446E-1,2.724057559E0,-1.099322385E1,1.135566432E1
1.185512275E1,-6.807654445E-1,2.583791334E0,-1.130118149E1,1.161275688E1
1.186508375E1,-3.822145070E-1,2.309978504E0,-1.142471328E1,1.166216799E1
1.187504575E1,-1.444130704E-1,2.000601154E0,-1.128992911E1,1.146672401E1
1.188500675E1,-1.007628746E-1,1.978734030E0,-1.130587915E1,1.147817254E1
1.189496775E1,3.190755415E-1,9.766341180E-1,-1.023103695E1,1.028249680E1
1.190492875E1,4.225759363E-1,5.865596375E-1,-9.414346399E0,9.442062314E0
1.191489075E1,3.333851400E-1,2.698384774E-1,-8.436022435E0,8.446918550E0
1.192485175E1,3.025583267E-2,3.490115315E-2,-7.330516854E0,7.330662375E0
1.193481275E1,9.487838298E-3,4.603571355E-2,-7.322818995E0,7.322969844E0
1.194477475E1,-1.035546277E-1,-6.122555190E-1,-4.031573331E0,4.079113128E0
1.195473575E1,-1.918861757E-1,-8.752264416E-1,-1.197510935E0,1.495618290E0
1.196469675E1,-3.514581527E-1,-1.089343000E0,3.248335286E0,3.444107016E0
1.197465775E1,-3.818708369E-1,-9.441987357E-1,8.183429151E0,8.246565907E0
1.198461975E1,-7.036238185E-1,-1.084427831E0,8.239716203E0,8.340503181E0
1.199458075E1,2.166913509E0,-9.950803292E-1,1.297187251E1,1.318920678E1
1.200454175E1,1.738668697E0,-1.316289812E0,1.306558116E1,1.324632019E1
1.201450275E1,5.754178850E0,-4.707613787E-1,1.061645968E1,1.208475927E1
1.202446475E1,5.482612520E0,-7.603209796E-1,1.070167700E1,1.204836166E1
1.203442575E1,6.809281433E0,1.620599672E-1,9.786387774E0,1.192333690E1
1.204438675E1,6.325282835E0,9.663925005E-1,1.024362484E1,1.207787097E1
1.205434775E1,6.408571744E0,9.445660870E-1,1.019944327E1,1.208265865E1
1.206430975E1,5.075532290E0,-3.267535204E-1,1.320227386E1,1.414806810E1
1.207427075E1,5.049121587E0,-1.435143533E0,1.433795399E1,1.526860146E1
1.208423175E1,4.562741710E0,-2.003593467E0,1.446511222E1,1.529942712E1
1.209419275E1,3.714227104E0,-1.945743746E0,1.326595120E1,1.391283088E1
1.210415475E1,3.665827653E0,-2.026003213E0,1.328065929E1,1.392547639E1
1.211411575E1,2.596001489E0,-1.178920005E0,8.932994835E0,9.376965012E0
1.212407675E1,2.089027427E0,-7.571480611E-1,6.153875216E0,6.542743229E0
1.213403875E1,2.059155464E0,-8.365653826E-1,6.163250057E0,6.551764200E0
1.214399975E1,1.000553031E0,1.473059803E-1,1.250461566E0,1.608247352E0
1.215396075E1,1.033300070E0,1.383529064E-1,1.234299277E0,1.615656296E0
1.216392175E1,-1.170106789E-1,4.032902111E-1,-2.149311343E0,2.189948343E0
1.217388375E1,-1.089246814E0,5.355069764E-1,-3.326294459E0,3.540827752E0
1.218384475E1,-2.156240294E0,7.453658485E-1,-4.571331562E0,5.109013085E0
1.219380575E1,-2.953667192E0,7.355523203E-1,-5.404667382E0,6.202871642E0
1.220376675E1,-2.900453437E0,8.634017636E-1,-5.416478757E0,6.204541472E0
1.221372875E1,-4.182746075E0,6.005102900E-1,-5.555345451E0,6.979816647E0
1.222368975E1,-4.280439600E0,4.962758504E-1,-5.560050121E0,7.034387695E0
1.223365075E1,-4.086812562E0,2.807249697E-1,-5.836559687E0,7.130657221E0
1.224361175E1,-3.920083593E0,2.223989935E-1,-6.246889215E0,7.378356291E0
1.225357375E1,-3.897824705E0,3.027278960E-1,-6.243697219E0,7.366711382E0
1.226353475E1,-3.639032495E0,6.568925786E-1,-8.076108186E0,8.882431468E0
1.227349575E1,-3.371726447E0,8.448397775E-1,-9.005541825E0,9.653086400E0
1.228345675E1,-2.950572554E0,1.002672062E0,-9.826171060E0,1.030848521E1
1.229341875E1,-2.635480135E0,1.237958903E0,-1.050531697E1,1.090137526E1
1.230337975E1,-2.567886322E0,1.305646710E0,-1.051945671E1,1.090677418E1
1.231334075E1,-2.597820851E0,1.609808197E0,-1.082345930E1,1.124666292E1
1.232330275E1,-2.602147205E0,1.624568616E0,-1.052306561E1,1.096108129E1
1.233326375E1,-2.294299487E0,1.416205864E0,-1.003047979E1,1.038652849E1
1.234322475E1,-1.882517804E0,9.765158580E-1,-9.283007995E0,9.522168552E0
1.235318575E1,-1.858563223E0,1.086823435E0,-9.264924311E0,9.511796093E0
1.236314775E1,-1.928803486E0,8.923254544E-1,-7.501773614E0,7.796995252E0
1.237310875E1,-1.862096111E0,1.056237235E0,-6.612029706E0,6.949962291E0
1.238306975E1,-1.488225142E0,9.221778291E-1,-5.882035822E0,6.137065376E0
1.239303075E1,-1.017310858E0,9.482485172E-1,-5.325566248E0,5.504157746E0
1.240299275E1,-1.059887944E0,1.001018469E0,-5.293779030E0,5.490855748E0
1.241295404E1,4.169196323E-1,1.433723829E0,-2.909685021E0,3.270420909E0
1.242291504E1,1.191233949E0,1.591466797E0,-1.139855050E0,2.291522294E0
1.243287604E1,1.893485426E0,1.764967134E0,6.869694865E-1,2.678119325E0
1.244283804E1,2.349087021E0,1.960074687E0,2.568586527E0,3.994713927E0
1.245279904E1,2.194420858E0,1.963291825E0,2.639765267E0,3.954536428E0
1.246276004E1,2.798576522E0,1.972551184E0,6.762508385E0,7.579875222E0
1.247272104E1,3.387926743E0,1.675516722E0,8.774983188E0,9.554356799E0
1.248268304E1,4.268934911E0,1.172660853E0,1.036676252E1,1.127247550E1
1.249264404E1,5.176127204E0,4.547332835E-1,1.121919651E1,1.236403840E1
1.250260504E1,5.067510495E0,3.757005626E-1,1.125505749E1,1.234897294E1
1.251256604E1,6.369259744E0,-9.622300869E-1,1.137388460E1,1.307128943E1
1.252252804E1,6.900925428E0,-1.519696903E0,1.101556957E1,1.308720839E1
1.253248904E1,7.304009671E0,-1.906114096E0,1.078225631E1,1.316202413E1
1.254245004E1,7.557686445E0,-2.341865564E0,1.075454284E1,1.335152240E1
1.255241104E1,7.534915048E0,-2.430477778E0,1.074536973E1,1.334710222E1
1.256237304E1,7.179041224E0,-3.166191262E0,1.015872794E1,1.283601003E1
1.257233404E1,6.812449454E0,-2.952756196E0,9.574858316E0,1.211635871E1
1.258229504E1,6.381000368E0,-2.340637794E0,9.018264197E0,1.129268968E1
1.259225704E1,5.899835916E0,-1.796566657E0,8.385869113E0,1.040953968E1
1.260221804E1,5.848324869E0,-1.799249360E0,8.417149377E0,1.040618113E1
1.261217904E1,3.346069157E0,-1.552252153E0,6.752385101E0,7.694177675E0
1.262214004E1,1.938364268E0,-1.731742670E0,5.454385087E0,6.042061352E0
1.263210204E1,3.936193550E-1,-1.918764986E0,3.769678881E0,4.248184805E0
1.264206304E1,-1.223407084E0,-1.819413629E0,1.932660894E0,2.922698920E0
1.265202404E1,-1.199684345E0,-1.777651061E0,1.927466812E0,2.883472582E0
1.266198504E1,-3.970426658E0,-9.333128281E-1,-9.284700179E-1,4.182991425E0
1.267194704E1,-4.810120155E0,-3.438320678E-1,-2.021141546E0,5.228813398E0
1.268190804E1,-5.155902854E0,1.322577323E-1,-2.841149222E0,5.888374585E0
1.269186904E1,-5.204234185E0,5.044083041E-1,-3.482288817E0,6.282102879E0
1.270183004E1,-5.151395236E0,5.799863438E-1,-3.493057634E0,6.250976617E0
1.271179204E1,-5.658407890E0,1.452730058E0,-4.279165492E0,7.241495824E0
1.272175304E1,-5.571310104E0,1.628633308E0,-4.668239806E0,7.448785513E0
1.273171404E1,-5.313253766E0,1.764934390E0,-5.311960947E0,7.717680227E0
1.274167504E1,-5.221034989E0,1.931773286E0,-5.932709547E0,8.135600590E0
1.275163704E1,-5.168393676E0,1.927847174E0,-5.964110264E0,8.124007580E0
1.276159804E1,-5.034668439E0,2.334644983E0,-7.187099272E0,9.080355138E0
1.277155904E1,-4.803682956E0,2.381253285E0,-7.756720403E0,9.429339773E0
1.278152004E1,-4.628530488E0,2.521522288E0,-8.283976702E0,9.818637335E0
1.279148204E1,-4.530137636E0,2.666558379E0,-8.802841662E0,1.025293626E1
1.280144304E1,-4.459813758E0,2.649862532E0,-8.844209543E0,1.025337762E1
1.281140404E1,-4.539348462E0,2.850891268E0,-9.452704718E0,1.086677928E1
1.282136504E1,-4.474268660E0,2.843996816E0,-9.487169961E0,1.086801692E1
1.283132704E1,-4.297340100E0,2.662863523E0,-9.708623899E0,1.094601992E1
1.284128804E1,-3.939237025E0,2.333887915E0,-9.485721021E0,1.053297320E1
1.285124904E1,-3.899370417E0,2.345556180E0,-9.501516105E0,1.053496710E1
1.286121004E1,-2.929022348E0,1.370748440E0,-8.356464050E0,8.960391432E0
1.287117204E1,-2.905992504E0,1.386704176E0,-8.362798923E0,8.961258100E0
1.288113304E1,-1.358002971E0,-3.068665552E-1,-6.399546567E0,6.549239300E0
1.289109404E1,-8.055872726E-1,-9.012714019E-1,-4.986720686E0,5.131144531E0
1.290105604E1,-8.064243016E-1,-8.887656695E-1,-4.982768553E0,5.125251898E0
1.291101704E1,4.486334682E-2,-6.245615691E-1,-1.129086818E0,1.291095239E0
1.292097804E1,8.015655577E-3,-6.400695544E-1,-1.116212418E0,1.286733635E0
1.293093904E1,2.681254186E0,-7.993854234E-1,3.928043116E0,4.822620012E0
1.294090104E1,4.024992290E0,-9.252461556E-1,6.359909461E0,7.583211176E0
1.295086204E1,3.894252349E0,-1.020518056E0,6.400290917E0,7.561109858E0
1.296082304E1,7.066737846E0,-9.206059514E-1,9.907300007E0,1.220413424E1
1.297078404E1,6.941267123E0,-1.044939537E0,9.944739729E0,1.217254847E1
1.298074604E1,8.400840908E0,-5.105825253E-1,1.274076482E1,1.526964016E1
1.299070704E1,7.959490147E0,-7.670946135E-1,1.260496791E1,1.492739541E1
1.300066804E1,6.693032938E0,-1.287527797E0,1.166020638E1,1.350610346E1
1.301062904E1,4.982647516E0,-1.484966927E0,1.057504034E1,1.178403077E1
1.302059104E1,5.128387027E0,-1.551886410E0,1.048470203E1,1.177445037E1
1.303055204E1,2.432037669E0,-1.590337261E0,9.684784800E0,1.011133208E1
1.304051304E1,1.999022991E0,-1.509138732E0,1.001067878E1,1.031926753E1
1.305047404E1,2.385828585E0,-9.676177114E-1,1.021517930E1,1.053462625E1
1.306043604E1,3.607610728E0,-2.104521233E0,1.084829359E1,1.162451455E1
1.307039704E1,3.563525938E0,-2.125348284E0,1.086583875E1,1.163109084E1
1.308035804E1,6.508334599E0,-2.505803803E0,1.210765404E1,1.397257164E1
1.309031904E1,7.218522794E0,-3.093833722E0,1.057939067E1,1.317582579E1
1.310028104E1,7.125678949E0,-3.149087572E0,1.061886171E1,1.317012821E1
1.311024204E1,5.223757453E0,-3.094120821E0,4.334640951E0,7.459915398E0
1.312020304E1,5.301502032E0,-3.120644376E0,4.290724853E0,7.500310985E0
1.313016404E1,1.023407750E0,-1.913109266E0,-8.116701311E-1,2.316497116E0
1.314012604E1,-1.109904734E0,-1.281753233E0,-2.732496845E0,3.215792107E0
1.315008704E1,-2.745578821E0,-6.493692586E-1,-4.054318416E0,4.939370538E0
1.316004804E1,-3.821015388E0,-1.508394527E-1,-4.806330575E0,6.141964240E0
1.317000904E1,-3.655941474E0,-5.362920016E-2,-4.855230839E0,6.077997257E0
1.317997104E1,-4.560169520E0,-1.769805998E-2,-6.341926934E0,7.811241675E0
1.318993204E1,-4.680481537E0,-1.144126149E-1,-6.907256793E0,8.344470868E0
1.319989304E1,-4.877514286E0,6.447476193E-2,-7.327883853E0,8.802964521E0
1.320985404E1,-5.004135448E0,3.401158699E-1,-7.986182102E0,9.430596744E0
1.321981604E1,-4.917752777E0,3.499561492E-1,-8.013374578E0,9.408556415E0
1.322977704E1,-4.710070787E0,7.065531273E-1,-9.242817743E0,1.039777207E1
1.323973804E1,-4.295771877E0,9.392921908E-1,-1.004609653E1,1.096631120E1
1.324969904E1,-3.837209252E0,1.364989956E0,-1.088830024E1,1.162507869E1
1.325966104E1,-3.483935977E0,1.771234765E0,-1.159920355E1,1.223995937E1
1.326962204E1,-3.379835950E0,1.723705819E0,-1.163572292E1,1.223864783E1
1.327958304E1,-3.183994280E0,2.004526682E0,-1.255334051E1,1.310504882E1
1.328954404E1,-2.906948524E0,1.747788599E0,-1.246832199E1,1.292146153E1
1.329950604E1,-2.504511860E0,1.344879919E0,-1.218205635E1,1.250934764E1
1.330946704E1,-2.116604943E0,8.212746213E-1,-1.154714930E1,1.176822694E1
1.331942804E1,-2.098388381E0,8.086230008E-1,-1.155351575E1,1.177033691E1
1.332939004E1,-1.156826447E0,-1.578808160E-1,-1.042594921E1,1.049111961E1
1.333935104E1,-6.845427458E-1,-6.819098908E-1,-9.856936769E0,9.904181054E0
1.334931204E1,-6.728588395E-1,-6.781840450E-1,-9.859101409E0,9.905279057E0
1.335927304E1,-1.731338628E-1,-1.187172473E0,-8.257072493E0,8.343776122E0
1.336923504E1,-1.700707988E-1,-1.164297727E0,-8.254155318E0,8.337601171E0
1.337919604E1,4.214216959E-1,-1.101711323E0,-5.570896706E0,5.694405517E0
1.338915704E1,6.060399288E-1,-7.748048982E-1,-3.137612996E0,3.288194388E0
1.339911804E1,7.752880244E-1,-3.690860461E-1,2.570196265E-1,8.963007969E-1
1.340908004E1,1.247776378E0,-9.872833595E-2,4.434634770E0,4.607893089E0
1.341904088E1,1.104937817E0,-6.113030076E-2,4.478955495E0,4.613639217E0
1.342900187E1,4.084528055E0,-3.756387283E-1,1.275705750E1,1.340026082E1
1.343896287E1,5.904960415E0,-5.304161346E-1,1.526976511E1,1.638034265E1
1.344892488E1,7.377622608E0,-6.057898141E-1,1.596858573E1,1.760090983E1
1.345888588E1,7.667127610E0,-2.090027301E-1,1.536280133E1,1.717102771E1
1.346884688E1,7.547055037E0,-3.662935621E-1,1.538379985E1,1.713923885E1
1.347880788E1,6.205196228E0,1.155677396E0,1.382529936E1,1.519799174E1
1.348876987E1,6.390040163E0,7.316862144E-1,1.377734518E1,1.520471039E1
1.349873087E1,6.711227134E0,-1.413418204E-1,1.432554269E1,1.582029458E1
1.350869188E1,7.005830909E0,-7.076431945E-1,1.472790013E1,1.632462765E1
1.351865288E1,6.961286820E0,-6.997121774E-1,1.474724155E1,1.632269109E1
1.352861487E1,6.507727658E0,-1.946243683E0,1.255478126E1,1.427448480E1
1.353857587E1,6.462467870E0,-1.937784955E0,1.257505005E1,1.427061264E1
1.354853687E1,3.810514373E0,-7.923632097E-1,7.559556969E0,8.502632581E0
1.355849787E1,2.213288653E0,-8.284176531E-1,4.252792211E0,4.865302052E0
1.356845988E1,2.228326815E0,-8.208917018E-1,4.247187654E0,4.865994919E0
1.357842088E1,-1.174800349E0,1.138387106E-1,-2.230405793E0,2.523454995E0
1.358838187E1,-1.115785279E0,1.336148711E-1,-2.252943885E0,2.517654836E0
1.359834287E1,-2.971539499E0,8.566203821E-1,-5.026284117E0,5.901472485E0
1.360830488E1,-4.862158036E0,1.241563273E0,-8.541090469E0,9.906174162E0
1.361826588E1,-4.839693325E0,1.277101773E0,-8.545446644E0,9.903447823E0
1.362822688E1,-5.263879877E0,1.341688216E0,-9.743515989E0,1.115547679E1
1.363818788E1,-5.793029505E0,1.421300689E0,-1.058948296E1,1.215386506E1
1.364814987E1,-6.323222276E0,7.923469837E-1,-1.038603026E1,1.218526070E1
1.365811087E1,-6.563335263E0,-1.761095108E-1,-8.828623205E0,1.100240756E1
1.366807187E1,-6.797678218E0,-2.018385753E-1,-8.722437769E0,1.106029333E1
1.367803288E1,-6.527095975E0,-3.811304332E-1,-6.627248254E0,9.309600512E0
1.368799488E1,-6.782585385E0,-5.086977484E-1,-6.505713292E0,9.412042464E0
1.369795587E1,-5.491796742E0,-1.067303748E0,-8.571583114E0,1.023577090E1
1.370791687E1,-4.616226484E0,-1.177321450E0,-1.024988837E1,1.130291309E1
1.371787787E1,-4.762817935E0,-1.310215724E0,-1.016765079E1,1.130407991E1
1.372783988E1,-2.193950157E0,-1.430301454E0,-1.170743200E1,1.199679723E1
1.373780088E1,-2.288255221E0,-1.446740316E0,-1.164482002E1,1.195537548E1
1.374776188E1,-1.160848893E0,-1.565029196E0,-9.801349629E0,9.993164718E0
1.375772287E1,-1.494926636E0,-1.725558070E0,-8.115065260E0,8.430103230E0
1.376768487E1,-1.548889419E0,-1.635677156E0,-8.068979845E0,8.377525526E0
1.377764588E1,-2.959112120E0,-2.058256162E0,-4.766718028E0,5.976149573E0
1.378760688E1,-3.005252498E0,-1.957573102E0,-4.721778667E0,5.929488073E0
